Station;115 Hardenbergplatz;115 Hardenbergplatz;115 Hardenbergplatz
Messkomponente;Stickstoffmonoxid;Stickstoffdioxid;Stickoxide
Einheit;µg/m³;µg/m³;µg/m³
Messzeit;Stundenwerte;Stundenwerte;Stundenwerte

21.03.2020 01:00;3;7;11
21.03.2020 02:00;2;5;7
21.03.2020 03:00;2;6;10
21.03.2020 04:00;4;8;14
21.03.2020 05:00;2;6;9
21.03.2020 06:00;3;8;12
21.03.2020 07:00;3;13;19
21.03.2020 08:00;5;12;20
21.03.2020 09:00;4;6;13
21.03.2020 10:00;4;6;12
21.03.2020 11:00;5;6;14
21.03.2020 12:00;8;7;19
21.03.2020 13:00;8;8;21
21.03.2020 14:00;11;8;24
21.03.2020 15:00;8;9;22
21.03.2020 16:00;19;14;43
21.03.2020 17:00;9;10;24
21.03.2020 18:00;8;11;23
21.03.2020 19:00;9;12;26
21.03.2020 20:00;18;21;47
21.03.2020 21:00;9;13;27
21.03.2020 22:00;5;11;18
21.03.2020 23:00;4;11;17
22.03.2020 00:00;4;10;15
22.03.2020 01:00;3;10;15
22.03.2020 02:00;1;6;7
22.03.2020 03:00;1;9;10
22.03.2020 04:00;1;11;13
22.03.2020 05:00;1;10;11
22.03.2020 06:00;1;13;15
22.03.2020 07:00;3;18;22
22.03.2020 08:00;4;15;20
22.03.2020 09:00;3;9;13
22.03.2020 10:00;4;7;13
22.03.2020 11:00;4;8;15
22.03.2020 12:00;5;7;15
22.03.2020 13:00;9;8;21
22.03.2020 14:00;7;10;21
22.03.2020 15:00;6;9;18
22.03.2020 16:00;8;10;22
22.03.2020 17:00;5;8;16
22.03.2020 18:00;13;13;33
22.03.2020 19:00;8;10;22
22.03.2020 20:00;10;17;31
22.03.2020 21:00;12;22;40
22.03.2020 22:00;14;21;42
22.03.2020 23:00;8;23;35
23.03.2020 00:00;9;23;37
23.03.2020 01:00;5;23;31
23.03.2020 02:00;10;22;36
23.03.2020 03:00;10;22;37
23.03.2020 04:00;6;18;27
23.03.2020 05:00;3;19;23
23.03.2020 06:00;3;20;25
23.03.2020 07:00;8;31;44
23.03.2020 08:00;14;37;59
23.03.2020 09:00;13;32;53
23.03.2020 10:00;16;29;53
23.03.2020 11:00;15;19;43
23.03.2020 12:00;13;17;38
23.03.2020 13:00;17;18;44
23.03.2020 14:00;17;22;48
23.03.2020 15:00;23;21;56
23.03.2020 16:00;12;16;35
23.03.2020 17:00;17;21;47
23.03.2020 18:00;17;23;48
23.03.2020 19:00;21;31;63
23.03.2020 20:00;18;38;67
23.03.2020 21:00;16;35;58
23.03.2020 22:00;8;34;45
23.03.2020 23:00;15;48;71
24.03.2020 00:00;10;48;64
24.03.2020 01:00;9;49;63
24.03.2020 02:00;17;48;74
24.03.2020 03:00;4;36;42
24.03.2020 04:00;11;40;57
24.03.2020 05:00;11;44;61
24.03.2020 06:00;15;55;77
24.03.2020 07:00;16;54;80
24.03.2020 08:00;23;58;92
24.03.2020 09:00;25;50;87
24.03.2020 10:00;11;32;48
24.03.2020 11:00;12;24;41
24.03.2020 12:00;12;20;39
24.03.2020 13:00;13;21;42
24.03.2020 14:00;8;17;30
24.03.2020 15:00;12;21;39
24.03.2020 16:00;18;23;50
24.03.2020 17:00;14;22;43
24.03.2020 18:00;18;27;54
24.03.2020 19:00;13;29;48
24.03.2020 20:00;13;29;48
24.03.2020 21:00;10;29;44
24.03.2020 22:00;10;33;49
24.03.2020 23:00;4;33;39
25.03.2020 00:00;6;28;37
25.03.2020 01:00;3;30;35
25.03.2020 02:00;10;30;45
25.03.2020 03:00;7;33;43
25.03.2020 04:00;6;25;35
25.03.2020 05:00;7;22;34
25.03.2020 06:00;6;24;34
25.03.2020 07:00;20;32;59
25.03.2020 08:00;19;42;71
25.03.2020 09:00;12;32;49
25.03.2020 10:00;9;20;34
25.03.2020 11:00;25;29;68
25.03.2020 12:00;8;16;28
25.03.2020 13:00;17;25;52
25.03.2020 14:00;10;19;34
25.03.2020 15:00;14;20;42
25.03.2020 16:00;12;20;38
25.03.2020 17:00;7;19;29
25.03.2020 18:00;14;28;49
25.03.2020 19:00;12;26;45
25.03.2020 20:00;10;29;44
25.03.2020 21:00;7;28;38
25.03.2020 22:00;8;26;38
25.03.2020 23:00;7;23;34
26.03.2020 00:00;3;16;21
26.03.2020 01:00;4;16;22
26.03.2020 02:00;8;20;32
26.03.2020 03:00;4;21;27
26.03.2020 04:00;10;26;41
26.03.2020 05:00;4;18;24
26.03.2020 06:00;4;21;27
26.03.2020 07:00;7;30;40
26.03.2020 08:00;10;34;50
26.03.2020 09:00;10;30;46
26.03.2020 10:00;14;32;52
26.03.2020 11:00;13;30;50
26.03.2020 12:00;9;23;36
26.03.2020 13:00;8;18;31
26.03.2020 14:00;6;15;25
26.03.2020 15:00;5;15;22
26.03.2020 16:00;8;17;29
26.03.2020 17:00;7;20;30
26.03.2020 18:00;7;20;30
26.03.2020 19:00;6;23;32
26.03.2020 20:00;11;21;38
26.03.2020 21:00;6;22;31
26.03.2020 22:00;6;22;31
26.03.2020 23:00;5;22;29
27.03.2020 00:00;4;25;31
27.03.2020 01:00;1;15;17
27.03.2020 02:00;1;15;17
27.03.2020 03:00;3;16;20
27.03.2020 04:00;3;18;22
27.03.2020 05:00;3;21;27
27.03.2020 06:00;4;22;28
27.03.2020 07:00;9;35;49
27.03.2020 08:00;12;42;60
27.03.2020 09:00;15;40;64
27.03.2020 10:00;14;40;62
27.03.2020 11:00;15;34;56
27.03.2020 12:00;11;30;47
27.03.2020 13:00;7;24;34
27.03.2020 14:00;8;21;32
27.03.2020 15:00;7;18;29
27.03.2020 16:00;5;16;24
27.03.2020 17:00;6;13;22
27.03.2020 18:00;5;16;24
27.03.2020 19:00;6;22;31
27.03.2020 20:00;8;30;42
27.03.2020 21:00;7;23;33
27.03.2020 22:00;4;22;28
27.03.2020 23:00;4;23;28
28.03.2020 00:00;4;30;36
28.03.2020 01:00;3;31;36
28.03.2020 02:00;3;33;38
28.03.2020 03:00;3;31;36
28.03.2020 04:00;2;24;28
28.03.2020 05:00;1;15;16
28.03.2020 06:00;1;18;19
28.03.2020 07:00;3;21;25
28.03.2020 08:00;3;18;22
28.03.2020 09:00;3;16;21
28.03.2020 10:00;3;14;18
28.03.2020 11:00;3;16;21
28.03.2020 12:00;2;13;16
28.03.2020 13:00;2;11;14
28.03.2020 14:00;2;11;14
28.03.2020 15:00;1;11;13
28.03.2020 16:00;1;10;11
28.03.2020 17:00;2;10;13
28.03.2020 18:00;1;11;13
28.03.2020 19:00;2;17;20
28.03.2020 20:00;1;15;17
28.03.2020 21:00;1;12;14
28.03.2020 22:00;1;12;13
28.03.2020 23:00;0;10;11
29.03.2020 00:00;0;10;10